id,lon,lat,name
8502670,8.271346,47.327484,"Büttikon AG, Brunnächer"
8502675,8.160548,47.353595,"Seon, Frohsinn"
8502676,8.168109,47.347296,"Seon, Hallenbad"
8502677,8.176324,47.348998,"Egliswil, Industrie"
8502678,8.184816,47.349564,"Egliswil, Waageplatz"
8502679,8.206604,47.325319,"Seengen, Poststrasse"
8502680,8.164884,47.458462,"Schinznach Bad, Kurzentrum"
8502681,8.1687,47.394353,"Lenzburg, Ringstrasse Nord"
8502682,8.053026,47.429141,"Küttigen, Grossmatt"
8502683,8.047806,47.413096,"Küttigen, Post"
8502684,8.046897,47.405473,"Küttigen, Hinterrain"
8502685,8.043033,47.401167,"Rombach, Rombacherhof"
8502686,8.043403,47.419748,"Küttigen, Oberdorf"
8502687,8.034624,47.42993,"Küttigen, Fischbach"
8502688,8.239265,47.381338,"Dottikon, Alterswohnheim"
8502689,8.240446,47.384118,"Dottikon, Sternenplatz"
8502690,8.296842,47.468344,"Baden, Sonnmatt"
8502691,8.322284,47.357283,"Bremgarten AG, Fischbacherstr."
8502692,8.640239,47.103748,"Morgarten, Hotel"
8502694,8.530542,47.196725,"Baar, Oberdorf"
8502700,8.288953,47.413724,"Niederrohrdorf, Holzrüti"
8502701,8.277026,47.354706,"Wohlen AG, Jurastrasse"
8502702,8.277258,47.351799,"Wohlen AG, Kirchenplatz"
8502703,8.202379,47.436472,"Birr, Vorderdorf"
8502704,8.205418,47.441327,"Lupfig, Trotte"
8502705,8.213251,47.474861,"Windisch, Kath. Kirche"
8502706,8.261619,47.421621,"Büblikon, Reusstal"
8502707,8.27624,47.428343,"Mellingen Heitersberg, Bahnhof"
8502708,8.347067,47.312486,"Besenbüren, Dorf"
8502709,8.324752,47.310653,"Bünzen, Freienhof"
8502710,8.3154,47.326672,"Waldhäusern AG, Burehof"
8502711,8.308431,47.33411,"Waltenschwil, Hessel"
8502712,7.920672,47.312436,"Oftringen, Kreuzplatz"
8502713,7.870221,47.298217,"Rothrist, Oberwil"
8502733,9.775074,46.91472,"Küblis, Fryegg"
8502735,6.687033,46.696521,"Pailly, Moulin-Pacot"
8502739,9.35307,46.682335,"Tschappina, Oberbutzweg"
8502740,9.364976,46.686939,"Tschappina, Abzw. Bruneir"
8502741,9.792669,46.45654,"Silvaplana, Camping"
8502742,9.725597,46.866449,"Fideris, Heuberg Arflina"
8502743,9.740354,46.915099,"Fideris, alte Sägerei"
8502744,9.068556,47.592374,"Märstetten, Gemeindehaus"
8502745,8.053187,46.979897,"Hasle LU, Dorf"
8502746,8.88166,47.582301,"Warth, Rohr"
8502747,8.62936,47.129994,"Oberägeri, Ländli"
8502748,8.062979,47.276359,"Kirchleerau, Abzw./Bank"
8502749,8.22926,47.148971,"Hildisrieden, Post"
8502750,8.343362,47.389529,"Bellikon, Dorf"
8502751,8.308236,47.370891,"Fischbach-Göslikon, Zentrum"
8502752,8.254699,47.386906,"Hägglingen, Schulhaus"
8502753,8.291164,47.388747,"Nesselnbach, Mitteldorf"
8502754,8.205635,47.098313,"Neuenkirch, Post"
8502755,8.295066,47.377763,"Niederwil AG, Zentrum"
8502756,8.191759,47.134494,"Sempach Stadt, Luzernertor"
8502757,8.279078,47.403461,"Tägerig, Dorfzentrum"
8502758,8.532976,47.244746,"Hausen a.A., Post"
8502759,8.629941,47.167348,"Finstersee, Kirche"
8502760,8.669918,47.176346,"Hütten, Schöntal"
8502761,8.590748,47.178254,"Menzingen, Dorf"
8502762,8.520693,47.276148,"Langnau a.A., Albispasshöhe"
8502763,8.517241,47.262976,"Hausen a.A., Riedmatt"
8502764,8.522037,47.259018,"Hausen a.A., Tüfenbach"
8502765,8.034589,47.322491,"Holziken, Abzw. Bändli"
8502766,8.005966,47.285361,"Bottenwil, Dorf"
8502767,8.039994,47.32079,"Holziken, Post"
8502768,8.023294,47.303255,"Uerkheim, Post"
8502769,8.024229,47.30656,"Uerkheim, Kirche"
8502770,8.024773,47.309094,"Uerkheim, Unterdorf"
8502771,8.485345,47.26783,"Aeugst a.A., Dorf"
8502772,8.304287,47.424476,"Niederrohrdorf,Gemeindezentrum"
8502773,8.316809,47.418723,"Oberrohrdorf, Post"
8502774,8.291282,47.435923,"Fislisbach, Post"
8502775,8.245663,47.461057,"Birmenstorf AG, Strählgass"
8502776,8.551113,47.284728,"Gattikon, Obstgarten"
8502778,8.420326,47.262052,"Obfelden, alte Post"
8502779,8.404308,47.280168,"Ottenbach, Zentrum"
8502781,8.516735,47.17307,"Zug, Metalli/Bahnhof"
8502784,8.52285,47.168875,"Zug, Obmoos"
8502787,8.525477,47.194308,"Baar, Rathaus"
8502788,8.52047,47.184909,"Baar, Stadtgrenze"
8502791,8.500968,47.17623,"Zug, Letzi"
8502792,8.530688,47.171589,"Zug, Gutsch"
8502793,8.588284,47.178405,"Menzingen,Institut/Bernardapl."
8502794,8.429774,47.17871,"Hünenberg, Moos"
8502795,8.466379,47.18187,"Cham, Städtli"
8502798,8.523918,47.195492,"Baar, Bahnhof"
8502799,8.534756,47.196289,"Baar, Brauerei"
8502812,6.250164,46.392392,"Prangins, Les Clos"
8502850,8.473016,47.183906,"Cham, Alpenblick"
8502851,8.493909,47.186236,"Zug, Ammannsmatt"
8502852,8.492706,47.178735,"Zug, Lorzen"
8502853,8.572845,47.140911,"Unterägeri, Spinnerei"
8502862,8.449411,47.174113,"Hünenberg, Zythus"
8502863,8.514169,47.163559,"Zug, Theater Casino"
8502864,8.5132,47.161247,"Zug, Mänibach"
8502865,8.637646,47.140928,"Alosen, Dorf"
8502866,8.642595,47.144115,"Alosen, Giregg"
8502867,8.66371,47.142048,"Alosen, Raten"
8502871,8.211639,47.461605,"Hausen AG, Post"
8502872,8.142728,47.376596,"Schafisheim, Gemeindehaus"
8502873,8.235092,47.480532,"Gebenstorf, alte Post"
8502874,8.238666,47.457922,"Mülligen, Rösslimatte"
8502875,8.164157,47.470286,"Villnachern, Dorf"
8502876,8.438705,47.338209,"Aesch ZH, Gemeindehaus"
8502877,8.34281,47.229745,"Beinwil (Freiamt), Dorf"
8502878,8.343831,47.350865,"Bremgarten AG, Obertorplatz"
8502879,8.395514,47.296181,"Jonen, Taverne"
8502880,8.315871,47.407613,"Busslingen, Stetterstrasse"
8502881,8.328515,47.391191,"Künten, Bodenacher/Breiti"
8502882,8.426458,47.234914,"Maschwanden, Dorf"
8502883,8.432188,47.287398,"Zwillikon, Gemeindeplatz"
8502884,8.431128,47.264532,"Obfelden, Toussen"
8502885,8.467781,47.315088,"Bonstetten, Dorfplatz"
8502886,8.064728,47.272203,"Kirchleerau-Moosleerau, Post"
8502887,8.045657,47.251185,"Reitnau, Unterdorf"
8502888,8.271929,47.418192,"Mellingen, Lindenplatz"
8502889,8.269171,47.349276,"Wohlen AG, Bahnhof"
8502890,8.374999,47.259345,"Merenschwand, Zentrum"
8502891,7.928642,47.278735,"Strengelbach, Kreuzplatz"
8502892,8.112898,47.260553,"Walde AG, Zentrum"
8502893,8.060317,47.433779,"Staffelegg, Passhöhe"
8502894,8.386418,47.337175,"Oberwil-Lieli, Dreispitz"
8502895,8.328162,47.503375,"Freienwil, Dorf"
8502896,8.311142,47.424649,"Oberrohrdorf, Staretschwil"
8502897,8.310038,47.400102,"Stetten AG, Künterstrasse"
8502898,7.969087,47.241498,"Reiden, Bahnhof"
8502899,8.256723,47.41267,"Wohlenschwil, Zentrum"
8502904,7.372618,46.933999,"Bern, Moosweg"
8502905,7.416029,46.942076,"Bern, Huberstrasse"
8502906,7.423165,46.92872,"Liebefeld, Bündenackerstrasse"
8502907,7.567179,46.88343,"Münsingen, Trimsteinstrasse"
8502909,7.574653,46.897158,"Trimstein, Eichi"
8502910,7.577098,46.903874,"Trimstein, Schule"
8502911,7.58114,46.903878,"Trimstein, Dorf"
8502912,7.57562,46.916532,"Richigen, Niederhaus"
8502913,8.404373,46.818106,"Engelberg, Sporting Park"
8502914,8.403596,46.820829,"Engelberg, Kurpark"
8502915,8.408085,46.81973,"Engelberg, Kloster"
8502916,8.410695,46.819159,"Engelberg, Wetti"
8502917,8.413566,46.817002,"Engelberg, Hahnenblick"
8502918,8.417597,46.813153,"Engelberg, Eien"
8502919,8.422183,46.810235,"Engelberg, Eienwäldli"
8502920,8.43493,46.808703,"Engelberg, Golfplatz"
8502921,8.446329,46.804931,"Engelberg, Wasserfall"
8502922,8.395145,46.819497,"Engelberg, Sunnmatt"
8502923,8.418993,46.819978,"Engelberg, Heimat"
8502924,8.422855,46.821232,"Engelberg, Neuschwändi"
8502925,8.407924,46.820981,"Engelberg, Gemeindehaus"
8502926,8.404528,46.823115,"Engelberg, Schwandstrasse"
8502927,8.400867,46.823587,"Engelberg, Zelgli"
8502928,8.395918,46.823143,"Engelberg, Waldegg"
8502929,8.396792,46.825843,"Engelberg, Zügstrasse"
8502930,8.396984,46.827074,"Engelberg, Fellenrüti"
8502931,8.414599,46.817623,"Engelberg, Dürrbächli"
8502932,8.420446,46.816304,"Engelberg, Vorderstockli"
8502933,8.42489,46.814944,"Engelberg, Langacher"
8502934,8.42692,46.814171,"Engelberg, Tellenstein"
8502935,8.39877,46.819907,"Engelberg, Belmont"
8502937,7.613317,46.817344,"Brenzikofen, Dorf"
8502938,7.618778,46.839788,"Oberdiessbach, Burgdorfstrasse"
8502939,7.62098,46.87142,"Stalden i.E., Thunstrasse"
8502940,8.990464,47.46541,"Sirnach, Pumpwerkstrasse"
8502950,8.437173,47.353936,"Birmensdorf ZH, Zentrum"
8502951,8.18614,47.461997,"Habsburg, Dorfplatz"
8502952,8.185079,47.446902,"Scherz, Dorfplatz"
8502953,8.453533,47.281121,"Affoltern a.A., Kronenplatz"
8502954,8.660149,47.202673,"Schönenberg ZH, Tanne"
8502955,8.389829,47.311772,"Oberlunkhofen, Post"
8502956,8.327018,47.407852,"Remetschwil, Dorf"
8502958,8.989413,47.475761,"Münchwilen TG, Eschlikonerstr."
8502959,8.168055,47.150685,"Eich, Dorf"
8502960,8.40984,47.263103,"Obfelden, Unterlunnern"
8502961,8.539538,47.23881,"Hausen a.A., Albisbrunn"
8502962,8.275013,47.412881,"Mellingen, Gheid"
8502963,8.529762,47.24905,"Hausen a.A., Heisch"
8502965,8.211737,47.437355,"Birr, Wyden"
8502966,8.242458,47.431479,"Birrhard, Usserdorf"
8502967,8.21223,47.443854,"Lupfig, Bahnhofstrasse"
8502968,8.304378,47.373825,"Fischbach-Göslikon, Reusstal"
8502969,8.183481,47.452075,"Scherz, Rüchlig"
8502970,8.538003,47.200809,"Baar, Lättich"
8502971,8.555784,47.211019,"Baar, Walterswil"
8502972,8.577038,47.217198,"Sihlbrugg, Dorf"
8502979,8.396906,47.341289,"Oberwil-Lieli, Lieli Dorf"
8502981,8.176263,47.401995,"Niederlenz, Dorfplatz"
8502982,8.34072,47.369599,"Eggenwil, Dorfplatz"
8502983,8.289986,47.465102,"Baden, Badener Tor"
8502984,8.302604,47.391801,"Niederwil AG, Gnadenthal"
8502985,8.243592,47.487219,"Gebenstorf, Gemeindehaus"
8502986,8.549205,47.227302,"Ebertswil, Schulhaus"
8502988,8.516831,47.098594,"Walchwil, Bahnhof"
8502991,8.526262,47.227701,"Kappel a.A., Kloster"
8502992,8.527894,47.285769,"Langnau am Albis, Unteralbis"
8502994,8.117257,47.172026,"Sursee, Sonnhalde"
8502995,8.576007,47.204093,"Neuheim, Dorf"
8502996,8.051007,47.391861,"Aarau, Bahnhof"
8502998,8.098801,47.17008,"Sursee, Bahnhof"
8502999,8.277305,47.35984,"Wohlen AG, Sonnezyt"
8503000,8.540212,47.378177,Zürich HB
8503001,8.488963,47.391483,Zürich Altstetten
8503003,8.548489,47.36661,Zürich Stadelhofen
8503004,8.56139,47.350125,Zürich Tiefenbrunnen
8503006,8.54414,47.41153,Zürich Oerlikon
8503007,8.54466,47.41875,Zürich Seebach
8503008,8.508583,47.420909,Zürich Affoltern
8503009,8.533601,47.34744,Zürich Wollishofen
8503010,8.530821,47.364099,Zürich Enge
8503011,8.523485,47.371477,Zürich Wiedikon
8503015,8.529382,47.393039,Zürich Wipkingen
8503016,8.562402,47.450386,Zürich Flughafen
8503020,8.517126,47.385198,Zürich Hardbrücke
8503022,8.998764,47.47657,"Münchwilen TG, Bahnhof Süd"
8503031,9.000346,47.487515,"St. Margarethen TG, Dorf"
8503032,8.994548,47.47804,"Münchwilen TG, Oberhofen"
8503040,6.130427,46.266578,"Collex, Crest-d'El"
8503046,6.141229,46.272357,"Versoix, Machefer"
8503049,6.146292,46.268951,"Genthod, Les Hauts"
8503051,8.518297,47.362763,Zürich Binz
8503052,8.507507,47.364799,Zürich Friesenberg
8503053,8.503532,47.364942,Zürich Schweighof
8503054,8.49538,47.36499,Zürich Triemli
8503055,8.465922,47.365922,Uitikon Waldegg
8503056,8.477428,47.360298,Ringlikon
8503057,8.487556,47.352074,Uetliberg
8503059,8.54813,47.36635,"Zürich Stadelhofen, Bahnhof"
8503060,8.70969,47.28786,Esslingen
8503061,8.69439,47.29605,Langwies ZH
8503062,8.68961,47.3015,Egg
8503063,8.68434,47.30573,Hinteregg
8503064,8.65955,47.3226,Scheuren
8503065,8.64797,47.32534,Forch
8503066,8.623719,47.331935,Zumikon
8503067,8.6034,47.34605,Zollikerberg
8503068,8.63107,47.32817,Maiacher
8503070,8.70183,47.29238,Emmat
8503072,8.67403,47.312783,Neuhaus bei Hinteregg
8503074,8.63784,47.32581,Neue Forch
8503075,8.616541,47.33694,Waltikon
8503077,8.5968,47.34731,Spital Zollikerberg
8503078,8.59302,47.34547,Waldburg
8503080,6.150113,46.267555,"Genthod, Rennex"
8503081,8.507416,47.31014,Felsenegg
8503082,8.520055,47.31317,Adliswil (Luftseilbahnstation)
8503083,8.560281,47.368089,"Zürich, Römerhof"
8503084,8.57453,47.373203,"Zürich, Dolder"
8503085,6.147953,46.261101,"Genthod, Pierre-Grise"
8503086,8.526235,47.351642,Zürich Brunau
8503087,8.521969,47.357795,Zürich Saalsporthalle
8503088,8.539358,47.377393,Zürich HB SZU
8503089,8.535649,47.296542,Wildpark-Höfli
8503090,8.531725,47.372238,Zürich Selnau
8503091,8.522016,47.362611,Zürich Giesshübel
8503093,8.519751,47.338009,Zürich Manegg
8503094,8.518564,47.333044,Zürich Leimbach
8503095,8.52152,47.319622,Sood-Oberleimbach
8503096,8.524254,47.312274,Adliswil
8503097,8.543834,47.287307,Langnau-Gattikon
8503098,8.557509,47.268294,Sihlwald
8503099,8.525168,47.303289,Sihlau
8503100,8.569741,47.337335,Zollikon
8503101,8.580638,47.319157,Küsnacht ZH
8503102,8.591522,47.305792,Erlenbach ZH
8503103,8.612733,47.281827,Herrliberg-Feldmeilen
8503104,8.644312,47.269811,Meilen
8503105,8.678787,47.25903,Uetikon
8503106,8.692346,47.253424,Männedorf
8503107,8.721653,47.240527,Stäfa
8503108,8.752625,47.235861,Uerikon
8503109,8.783498,47.239204,Feldbach
8503110,8.816745,47.224887,Rapperswil SG
8503111,8.598988,47.297208,Winkel am Zürichsee
8503112,8.814311,47.238398,Kempraten
8503113,8.842405,47.223671,Blumenau
8503115,8.943382,47.22516,Schmerikon
8503116,8.980691,47.224283,Uznach
8503117,9.022431,47.217983,Kaltbrunn
8503118,9.008654,47.204458,Benken SG
8503119,9.043976,47.157657,Schänis
8503120,8.834618,47.230977,Jona
8503121,8.854079,47.260484,Rüti ZH
8503122,8.822715,47.270841,Bubikon
8503123,8.79229,47.318032,Wetzikon ZH
8503124,8.765625,47.335959,Aathal
8503125,8.718709,47.350369,Uster
8503126,8.686414,47.369363,Nänikon-Greifensee
8503127,8.658674,47.384386,Schwerzenbach ZH
8503128,8.623422,47.40008,Dübendorf
8503129,8.591928,47.412723,Wallisellen
8503130,8.83972,47.300057,Hinwil
8503131,8.834315,47.324819,Ettenhausen-Emmetschloo
8503132,8.852175,47.337319,Bäretswil
8503133,8.864373,47.357888,Neuthal
8503134,8.878233,47.368837,Bauma
8503135,8.932372,47.353852,Steg
8503136,8.923296,47.333303,Fischenthal
8503137,8.915511,47.31372,Gibswil
8503138,8.914,47.272691,Wald ZH
8503139,8.852723,47.268378,Tann-Dürnten
8503141,8.575964,47.326857,Küsnacht Goldbach
8503147,8.596145,47.397215,Stettbach
8503150,8.693218,47.389588,"Volketswil, Dorf"
8503151,8.681512,47.389166,"Volketswil, Zentrum"
8503152,8.710739,47.361141,"Uster, Brandschenke"
8503154,8.667555,47.381903,"Volketswil, Volkiland Chliriet"
8503155,8.683463,47.379708,"Volketswil, Chrummacher"
8503156,8.676235,47.388386,"Volketswil, Hegnau"
8503157,8.714498,47.384902,"Gutenswil, Unterdorf"
8503159,8.826201,47.266678,"Bubikon, Ritterhaus"
8503160,8.708333,47.254039,"Männedorf, Allenberg"
8503161,8.830027,47.260865,"Bubikon, Bad Kämmoos"
8503163,8.714927,47.281718,"Oetwil am See, Felsengrund"
8503164,8.763715,47.243718,"Hombrechtikon, Grüt"
8503165,8.718486,47.277451,"Oetwil am See, Gusch"
8503168,8.710094,47.326354,"Riedikon, Chis/Naturstation"
8503169,8.724763,47.26583,"Oetwil am See, Langholz"
8503170,8.717906,47.296267,"Esslingen, Lieburg"
8503171,8.852599,47.266411,"Tann, Sonnenberg"
8503172,8.720078,47.257858,"Stäfa, Mühlehölzli"
8503173,8.852566,47.270658,"Tann, Nauen"
8503174,8.713109,47.284212,"Esslingen, Oberesslingen"
8503175,8.775646,47.253323,"Hombrechtikon, Plattenhof"
8503176,8.795409,47.254783,"Wolfhausen, Hüebli"
8503177,8.780332,47.253682,"Hombrechtikon, Tobel"
8503179,8.797401,47.322156,"Wetzikon ZH, Walfershausen"
8503180,8.782133,47.31109,"Grüt (Gossau ZH), Dorf"
8503181,8.763036,47.301605,"Gossau ZH, Ernst-Brugger-Platz"
8503182,8.77892,47.295862,"Ottikon (Gossau), Kreisel"
8503183,8.760104,47.281443,"Grüningen, Station"
8503184,8.721006,47.270091,"Oetwil am See, Zentrum"
8503185,8.735639,47.266392,"Oetwil am See, Willikon"
8503186,8.718589,47.249176,"Stäfa, Uelikon"
8503187,8.703675,47.257086,"Männedorf, Auf Dorf"
8503188,8.72146,47.31152,"Mönchaltorf, Mönchhof"
8503189,8.711332,47.332205,"Riedikon, Dorf"
8503190,8.856648,47.287007,"Hinwil, Hadlikon"
8503191,8.860376,47.279072,"Dürnten, Oberdürnten"
8503192,8.843642,47.278107,"Dürnten, Kirche"
8503194,8.812952,47.332677,"Kempten, Ochsen"
8503195,8.818963,47.268411,"Bubikon, Dorf"
8503196,8.802146,47.257574,"Wolfhausen, Zentrum"
8503197,8.769874,47.252337,"Hombrechtikon, Post"
8503198,8.710088,47.287808,"Esslingen, Bahnhof"
8503200,8.548016,47.324432,Kilchberg ZH
8503201,8.555163,47.307132,Rüschlikon
8503202,8.564769,47.295981,Thalwil
8503203,8.578461,47.279676,Oberrieden
8503204,8.596917,47.261483,Horgen
8503205,8.643726,47.246818,Au ZH
8503206,8.675216,47.229307,Wädenswil
8503207,8.707481,47.208375,Richterswil
8503208,8.727174,47.200982,Bäch SZ
8503209,8.77813,47.202997,Pfäffikon SZ
8503210,8.756219,47.207311,Freienbach SBB
8503211,8.822906,47.193967,Altendorf
8503217,6.154299,46.254308,"Bellevue GE, mairie"
8503218,6.151397,46.251747,"Bellevue GE, Mollies"
8503219,8.858524,47.350081,"Bäretswil, Bussental"
8503220,8.852715,47.190068,Lachen SZ
8503221,8.900714,47.182671,Siebnen-Wangen
8503222,8.938781,47.17639,Schübelbach-Buttikon
8503223,8.982323,47.172698,Reichenburg
8503224,9.029918,47.152193,Bilten
8503225,9.060052,47.136156,Ziegelbrücke
8503226,9.062394,47.122362,Nieder- und Oberurnen
8503227,9.069957,47.098719,Näfels-Mollis
8503228,9.059436,47.064529,Netstal
8503229,6.146618,46.25034,"Les Tuileries, gare"
8503230,9.071566,47.039924,Glarus
8503231,9.077194,47.03296,Ennenda
8503232,9.081212,47.010132,Mitlödi
8503233,9.077466,46.996852,Schwanden GL
8503234,9.059276,46.985895,Nidfurn-Haslen
8503235,9.046944,46.975743,Leuggelbach
8503236,9.039022,46.965071,Luchsingen-Hätzingen
8503237,9.024373,46.946181,Diesbach-Betschwanden
8503238,9.013039,46.934546,Rüti GL
8503239,8.997795,46.925564,Linthal
8503240,9.002643,46.928311,Linthal Braunwaldbahn
8503243,6.141345,46.254472,"Bellevue GE, Roselière"
8503244,9.062178,46.983848,"Haslen GL, Chappeli"
8503245,9.036569,46.961267,"Hätzingen, Rössliplatz"
8503246,9.02724,46.946201,"Betschwanden, Schulhaus"
8503247,6.147241,46.243231,"Chambésy, gare"
8503250,8.790317,47.011236,Hoch-Ybrig Seebli
8503251,8.799767,47.326761,"Wetzikon ZH, Oberwetzikon"
8503252,8.823074,47.329075,"Kempten, Oberkempten"
8503253,8.733223,47.349341,"Uster, Hegetsberg"
8503254,8.702177,47.34454,"Uster, Niederuster"
8503255,9.170467,46.961633,"Matt, Dorf"
8503256,9.085341,46.999129,"Sool, Schulhaus"
8503258,9.16936,46.940335,"Elm, Meissenboden"
8503259,9.113058,46.998961,Wart
8503260,9.002316,46.928541,Linthal Braunwaldbahn (Talst.)
8503261,8.998592,46.938704,Braunwald
8503263,8.745107,47.328194,Sulzbach
8503264,8.766333,47.283683,"Grüningen, Im Haufland"
8503266,9.172554,46.930057,"Elm, Schwändi"
8503267,8.757561,47.320307,"Bertschikon b. G., Dorf"
8503268,8.994172,46.948904,Grotzenbüel (Hüttenberg)
8503269,8.984601,46.955997,Kleiner Gumen
8503270,9.153724,46.980537,"Engi, Dorf"
8503271,9.151707,46.984921,"Engi, Weberei"
8503272,9.144642,46.984757,"Engi, Vorderdorf"
8503273,9.159228,46.975092,"Engi, Hinterdorf"
8503274,9.171386,46.957949,"Matt, Station"
8503275,9.090798,46.967911,Kies (Niederental)
8503276,9.162214,46.913325,"Elm, Sportbahnen"
8503277,9.173059,46.922267,"Elm, Station"
8503278,9.06671,47.005729,"Schwändi b. Schwanden GL, Post"
8503279,9.065756,46.996403,"Schwanden GL, Thon"
8503280,8.585278,47.052212,Steinerberg
8503281,8.627252,47.079861,Sattel-Aegeri
8503282,8.674673,47.105795,Rothenthurm
8503283,8.744478,47.128582,Einsiedeln
8503284,8.722715,47.156379,Biberbrugg
8503285,8.709378,47.176409,Schindellegi-Feusisberg
8503286,8.685987,47.191552,Samstagern
8503287,8.692719,47.208674,Burghalden
8503288,8.72501,47.195438,Wollerau
8503289,8.759399,47.204204,Freienbach SOB
8503290,8.669443,47.09361,Biberegg
8503292,8.696147,47.131652,Altmatt
8503293,8.687289,47.198295,Grüenfeld
8503294,8.712102,47.196705,Riedmatt SZ
8503295,8.734333,47.197584,Wilen bei Wollerau
8503299,8.800746,47.214146,Hurden
8503300,8.804721,47.332043,Kempten
8503301,8.7848,47.367086,Pfäffikon ZH
8503302,8.750288,47.385123,Fehraltorf
8503303,8.722728,47.408819,Illnau
8503304,8.705586,47.452839,Kemptthal
8503305,8.686679,47.425812,Effretikon
8503306,8.619276,47.420202,Dietlikon
8503307,8.626221,47.438571,Bassersdorf
8503308,8.58381,47.448607,Kloten
8503309,8.570718,47.44229,Kloten Balsberg
8503310,8.558854,47.430827,Glattbrugg
8503311,8.532767,47.454066,Rümlang
8503312,8.510619,47.470205,Oberglatt ZH
8503313,8.503316,47.487471,Niederglatt ZH
8503314,8.488707,47.478331,Niederhasli
8503315,8.459444,47.482421,Dielsdorf
8503316,8.446858,47.489987,Steinmaur
8503317,8.411812,47.497971,Schöfflisdorf-Oberweningen
8503318,8.381073,47.505914,Niederweningen Dorf
8503319,8.369631,47.511201,Niederweningen
8503320,6.143147,46.245174,"Chambésy, Ravin"
8503322,9.057207,46.987204,"Nidfurn, Abzw. Bahnhof"
8503325,9.031448,46.950951,"Diesbach GL, Feldstrasse"
8503326,9.014768,46.936197,"Rüti GL, Dorfmitte"
8503327,9.002102,46.928418,"Linthal, Braunwaldbahn"
8503330,6.034876,46.220518,"Satigny, Champvigny"
8503331,6.123478,46.228517,"Grand-Saconnex, Sonnex"
8503332,6.148804,46.189916,"Genève, Pédiatrie"
8503333,6.147416,46.187273,"Genève, Aubépine"
8503334,7.570864,46.887942,"Münsingen, Bächlen"
8503340,8.561795,47.429955,Opfikon
8503348,8.406,46.820413,"Engelberg, Dorf"
8503350,8.683641,47.408285,"Kindhausen ZH, Geeren"
8503351,8.695414,47.41252,"Bisikon, Dorf"
8503353,8.830811,47.240264,"Jona, Schönau"
8503354,8.822945,47.239468,"Kempraten, Belsito"
8503355,8.845774,47.255681,"Rüti ZH, Unterwiesstrasse"
8503356,8.766368,47.251064,"Hombrechtikon, Krone"
8503358,8.841668,47.250253,"Rüti ZH, Sportplatz"
8503359,8.736244,47.23418,"Stäfa, Kehlhof"
8503361,8.747844,47.23861,"Stäfa, Laubisrüti"
8503363,8.682583,47.264287,"Uetikon am See, Kleindorf"
8503364,8.720893,47.315449,"Mönchaltorf, Langenmatt"
8503365,8.871849,47.309525,"Hinwil, Girenbad"
8503366,8.867061,47.299158,"Wernetshausen, Dorf"
8503367,8.931721,47.26634,"Laupen ZH, Hubwies"
8503368,9.049266,47.189645,"Rufi, Maseltrangen"
8503369,8.943067,47.241695,"Neuhaus SG, Post"
8503370,8.700252,47.424321,"Effretikon, Eselriet"
8503371,8.717424,47.416335,"Illnau, Löwen"
8503372,8.694684,47.427099,"Effretikon, Wattspitz"
8503373,8.763618,47.431557,"Weisslingen, Dorf"
8503374,8.701251,47.445181,"Grafstal, Unterdorf"
8503375,8.744494,47.457168,"Kyburg, Dorf"
8503376,8.716939,47.435312,Ottikon b. Kemptthal
8503377,8.67149,47.441472,"Lindau, Dorf"
8503378,8.671923,47.430404,"Tagelswangen, Dorf"
8503380,8.693056,47.456406,"Winterberg ZH, Dorf"
8503381,8.704121,47.442649,"Grafstal, Thalegg"
8503382,8.727055,47.407935,"Illnau, Weisslingerstrasse"
8503383,8.938552,47.240855,"Neuhaus SG, Lenzikon"
8503384,9.036674,47.206815,"Kaltbrunn, Steinenbrücke"
8503385,9.03279,47.260281,"Ricken SG, Hinterer Schümberg"
8503386,8.949632,47.26365,"Goldingen, Wolfertingen"
8503387,8.983656,47.288101,"Hintergoldingen, Sonne"
8503390,8.921766,47.278206,"Wald ZH, Sonnenberg"
8503391,8.975407,47.277146,"Goldingen, Vordersagen"
8503392,8.759279,47.307396,"Gossau ZH, Mitteldorf"
8503394,8.898203,47.175368,"Siebnen, Zentralhof"
8503396,8.843031,47.25988,"Rüti ZH, Rekrutierungszentrum"
8503398,8.861411,47.297042,"Wernetshausen, Letten"
8503400,8.536209,47.52395,Bülach
8503401,8.524055,47.548558,Glattfelden
8503402,8.516558,47.572375,Eglisau
8503403,8.512848,47.581269,Hüntwangen-Wil
8503404,8.543451,47.603797,Rafz
8503405,8.467919,47.570448,Zweidlen
8503408,8.327126,47.569971,Rekingen AG
8503409,8.295588,47.588313,Bad Zurzach
8503410,8.277328,47.60075,Rietheim
8503411,8.240164,47.609386,Koblenz Dorf
8503413,8.419162,47.566447,Kaiserstuhl AG
8503414,8.352511,47.568485,Mellikon
8503415,8.373667,47.565384,Rümikon AG
8503419,5.981298,46.201309,"Dardagny, Le Roulave"
8503420,8.566823,47.625736,Lottstetten
8503421,8.5733,47.654402,Jestetten
8503423,8.624935,47.683133,Neuhausen
8503424,8.632756,47.698282,Schaffhausen
8503425,8.645968,47.692169,Feuerthalen
8503426,8.66232,47.683451,Langwiesen
8503427,8.687511,47.6795,Schlatt TG
8503428,8.752299,47.685468,Diessenhofen
8503429,8.770434,47.666624,Schlattingen
8503435,7.065283,46.644848,"Riaz, CO"
8503436,8.727407,47.53586,"Seuzach, Alterszentrum"
